NID,STID,MIN_10,Hour_1,Hour_3,Hour_6,Hour_12,Hour_24,RST_DATE,Elev,Stationnam,latitude,longtitude,altitude,geometry
46467581,C0Z070,3.0,17.0,59.5,112.5,157.5,267.0,2025-09-23 23:50:00,247.0,舞鶴,23.468115,121.37407,247.0,POINT (121.37407 23.468115)
46112226,C0Z080,0.0,1.0,1.0,1.5,3.0,3.0,2025-09-21 23:50:00,298.0,富源,23.587643,121.37823,298.0,POINT (121.37823 23.587643)
46290759,C0Z080,4.5,4.5,32.0,64.5,82.5,108.0,2025-09-22 23:50:00,298.0,富源,23.587643,121.37823,298.0,POINT (121.37823 23.587643)
46467595,C0Z280,0.0,11.5,59.0,119.5,152.5,286.5,2025-09-23 23:50:00,224.0,德武,23.474264,121.41071,224.0,POINT (121.41071 23.474264)
46112240,C0Z290,0.0,3.5,4.5,4.5,5.0,5.0,2025-09-21 23:50:00,946.0,赤柯山,23.368929,121.382935,946.0,POINT (121.382935 23.368929)
46290773,C0Z290,1.5,13.5,43.0,67.0,81.0,94.5,2025-09-22 23:50:00,946.0,赤柯山,23.368929,121.382935,946.0,POINT (121.382935 23.368929)
46467582,C0Z080,3.0,8.5,54.5,103.5,126.0,287.5,2025-09-23 23:50:00,298.0,富源,23.587643,121.37823,298.0,POINT (121.37823 23.587643)
46112227,C0Z100,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,36.0,東華,23.89525,121.549835,36.0,POINT (121.549835 23.89525)
46467596,C0Z290,0.0,19.0,32.5,180.0,251.5,393.5,2025-09-23 23:50:00,946.0,赤柯山,23.368929,121.382935,946.0,POINT (121.382935 23.368929)
46290760,C0Z100,0.0,1.0,6.0,41.5,61.5,88.5,2025-09-22 23:50:00,36.0,東華,23.89525,121.549835,36.0,POINT (121.549835 23.89525)
46112241,C0Z300,2.0,4.0,4.0,4.0,5.0,5.0,2025-09-21 23:50:00,182.0,東里,23.268528,121.305466,182.0,POINT (121.305466 23.268528)
46290774,C0Z300,1.5,8.0,33.5,45.5,71.0,78.0,2025-09-22 23:50:00,182.0,東里,23.268528,121.305466,182.0,POINT (121.305466 23.268528)
46467583,C0Z100,0.0,0.0,60.5,77.5,176.0,280.0,2025-09-23 23:50:00,36.0,東華,23.89525,121.549835,36.0,POINT (121.549835 23.89525)
46112228,C0Z150,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,27.0,吉安光華,23.930925,121.59515,27.0,POINT (121.59515 23.930925)
46290761,C0Z150,2.0,3.0,8.0,54.5,70.0,99.0,2025-09-22 23:50:00,27.0,吉安光華,23.930925,121.59515,27.0,POINT (121.59515 23.930925)
46467584,C0Z150,0.0,8.5,50.5,58.5,126.5,205.5,2025-09-23 23:50:00,27.0,吉安光華,23.930925,121.59515,27.0,POINT (121.59515 23.930925)
46467597,C0Z300,1.5,18.0,38.5,81.0,181.0,315.0,2025-09-23 23:50:00,182.0,東里,23.268528,121.305466,182.0,POINT (121.305466 23.268528)
46112242,C0Z310,0.5,4.0,7.0,7.0,7.0,7.0,2025-09-21 23:50:00,59.0,清水斷崖,24.218294,121.68914,59.0,POINT (121.68914 24.218294)
46112229,C0Z160,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,124.0,鳳林,23.746115,121.45341,124.0,POINT (121.45341 23.746115)
46290762,C0Z160,0.5,0.5,5.0,24.5,36.0,78.5,2025-09-22 23:50:00,124.0,鳳林,23.746115,121.45341,124.0,POINT (121.45341 23.746115)
46290775,C0Z310,0.0,16.5,47.5,68.5,94.5,186.0,2025-09-22 23:50:00,59.0,清水斷崖,24.218294,121.68914,59.0,POINT (121.68914 24.218294)
46467585,C0Z160,5.0,13.0,57.5,99.5,176.0,284.5,2025-09-23 23:50:00,124.0,鳳林,23.746115,121.45341,124.0,POINT (121.45341 23.746115)
46112230,C0Z170,0.0,1.5,1.5,1.5,1.5,1.5,2025-09-21 23:50:00,216.0,卓溪,23.344332,121.30286,216.0,POINT (121.30286 23.344332)
46290763,C0Z170,0.0,16.5,37.5,87.5,103.5,126.0,2025-09-22 23:50:00,216.0,卓溪,23.344332,121.30286,216.0,POINT (121.30286 23.344332)
46467598,C0Z310,0.0,7.5,8.0,32.0,56.5,207.5,2025-09-23 23:50:00,59.0,清水斷崖,24.218294,121.68914,59.0,POINT (121.68914 24.218294)
46112243,C0Z320,0.5,1.0,1.0,1.5,3.5,3.5,2025-09-21 23:50:00,646.0,清水林道,23.27125,121.18827,646.0,POINT (121.18827 23.27125)
46290776,C0Z320,1.5,10.5,32.0,60.5,87.5,102.5,2025-09-22 23:50:00,646.0,清水林道,23.27125,121.18827,646.0,POINT (121.18827 23.27125)
46467586,C0Z170,0.0,29.5,50.0,105.5,217.0,348.5,2025-09-23 23:50:00,216.0,卓溪,23.344332,121.30286,216.0,POINT (121.30286 23.344332)
46112231,C0Z180,1.5,4.0,4.0,4.0,4.0,4.0,2025-09-21 23:50:00,37.0,新城,24.039461,121.60454,34.0,POINT (121.60454 24.039461)
46290764,C0Z180,1.0,3.5,18.5,45.0,67.5,91.0,2025-09-22 23:50:00,37.0,新城,24.039461,121.60454,34.0,POINT (121.60454 24.039461)
46467599,C0Z320,0.0,23.5,64.0,134.0,228.5,469.5,2025-09-23 23:50:00,646.0,清水林道,23.27125,121.18827,646.0,POINT (121.18827 23.27125)
46112244,C0Z330,1.5,5.5,5.5,5.5,6.5,6.5,2025-09-21 23:50:00,488.0,安通山,23.290728,121.348526,488.0,POINT (121.348526 23.290728)
46290777,C0Z330,1.0,28.0,64.5,78.0,106.0,110.5,2025-09-22 23:50:00,488.0,安通山,23.290728,121.348526,488.0,POINT (121.348526 23.290728)
46467587,C0Z180,0.5,7.5,28.0,46.0,106.5,214.5,2025-09-23 23:50:00,37.0,新城,24.039461,121.60454,34.0,POINT (121.60454 24.039461)
46467600,C0Z330,0.0,28.5,43.0,111.5,202.5,335.5,2025-09-23 23:50:00,488.0,安通山,23.290728,121.348526,488.0,POINT (121.348526 23.290728)
46112339,C1S850,0.0,0.5,0.5,0.5,1.5,1.5,2025-09-21 23:50:00,489.0,豐南,23.122139,121.26239,489.0,POINT (121.26239 23.122139)
46290872,C1S850,0.0,8.0,29.0,51.5,91.5,101.5,2025-09-22 23:50:00,489.0,豐南,23.122139,121.26239,489.0,POINT (121.26239 23.122139)
46112349,C1T940,0.0,1.5,1.5,1.5,2.0,2.0,2025-09-21 23:50:00,539.0,大觀,23.714207,121.37313,539.0,POINT (121.37313 23.714207)
46290882,C1T940,6.5,6.5,39.0,82.5,100.5,147.5,2025-09-22 23:50:00,539.0,大觀,23.714207,121.37313,539.0,POINT (121.37313 23.714207)
46112347,C1T830,2.0,2.5,6.5,6.5,7.5,7.5,2025-09-21 23:50:00,675.0,布洛灣,24.171843,121.571266,675.0,POINT (121.571266 24.171843)
46290880,C1T830,1.0,14.5,25.0,81.0,103.5,158.5,2025-09-22 23:50:00,675.0,布洛灣,24.171843,121.571266,675.0,POINT (121.571266 24.171843)
46467705,C1T940,6.5,15.5,69.0,187.5,269.5,466.5,2025-09-23 23:50:00,539.0,大觀,23.714207,121.37313,539.0,POINT (121.37313 23.714207)
46112350,C1T950,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,1050.0,太安,23.66672,121.370125,1050.0,POINT (121.370125 23.66672)
46290883,C1T950,0.0,0.5,21.0,70.0,103.0,148.0,2025-09-22 23:50:00,1050.0,太安,23.66672,121.370125,1050.0,POINT (121.370125 23.66672)
46112351,C1T970,0.0,1.5,1.5,1.5,1.5,1.5,2025-09-21 23:50:00,183.0,大農,23.615232,121.41333,183.0,POINT (121.41333 23.615232)
46467703,C1T830,0.5,33.5,54.5,110.5,210.0,464.5,2025-09-23 23:50:00,675.0,布洛灣,24.171843,121.571266,675.0,POINT (121.571266 24.171843)
46467695,C1S850,0.0,10.5,61.5,111.0,183.0,380.0,2025-09-23 23:50:00,489.0,豐南,23.122139,121.26239,489.0,POINT (121.26239 23.122139)
46467706,C1T950,3.0,20.5,48.0,100.0,155.0,312.5,2025-09-23 23:50:00,1050.0,太安,23.66672,121.370125,1050.0,POINT (121.370125 23.66672)
46112354,C1TA00,2.0,2.5,7.5,7.5,7.5,7.5,2025-09-21 23:50:00,94.0,太魯閣,24.157728,121.6236,94.0,POINT (121.6236 24.157728)
46290884,C1T970,1.0,1.0,17.5,55.5,73.0,98.5,2025-09-22 23:50:00,183.0,大農,23.615232,121.41333,183.0,POINT (121.41333 23.615232)
46112348,C1T920,0.0,2.0,2.0,2.0,2.0,2.0,2025-09-21 23:50:00,68.0,中興,23.769503,121.49865,68.0,POINT (121.49865 23.769503)
46112345,C1T800,0.0,0.0,0.5,0.5,8.0,8.0,2025-09-21 23:50:00,1260.0,洛韶,24.204557,121.45396,1260.0,POINT (121.45396 24.204557)
46290878,C1T800,2.0,21.0,47.0,101.0,121.5,152.0,2025-09-22 23:50:00,1260.0,洛韶,24.204557,121.45396,1260.0,POINT (121.45396 24.204557)
46290887,C1TA00,2.0,14.5,20.0,57.5,75.0,124.0,2025-09-22 23:50:00,94.0,太魯閣,24.157728,121.6236,94.0,POINT (121.6236 24.157728)
46290881,C1T920,0.0,0.0,4.0,19.5,33.0,63.5,2025-09-22 23:50:00,68.0,中興,23.769503,121.49865,68.0,POINT (121.49865 23.769503)
46467707,C1T970,8.0,23.0,55.5,105.5,142.0,286.0,2025-09-23 23:50:00,183.0,大農,23.615232,121.41333,183.0,POINT (121.41333 23.615232)
46467701,C1T800,1.5,25.5,106.0,180.0,330.0,587.0,2025-09-23 23:50:00,1260.0,洛韶,24.204557,121.45396,1260.0,POINT (121.45396 24.204557)
46112346,C1T810,0.0,0.0,1.5,1.5,8.0,8.0,2025-09-21 23:50:00,2049.0,慈恩,24.192043,121.38839,2049.0,POINT (121.38839 24.192043)
46467710,C1TA00,0.0,7.0,9.0,48.0,83.0,255.0,2025-09-23 23:50:00,94.0,太魯閣,24.157728,121.6236,94.0,POINT (121.6236 24.157728)
46290879,C1T810,2.0,10.5,48.0,127.5,157.0,197.5,2025-09-22 23:50:00,2049.0,慈恩,24.192043,121.38839,2049.0,POINT (121.38839 24.192043)
46112353,C1T990,0.0,4.5,4.5,4.5,4.5,4.5,2025-09-21 23:50:00,128.0,高寮,23.39424,121.35681,128.0,POINT (121.35681 23.39424)
46290886,C1T990,2.5,11.0,28.0,39.5,61.0,87.0,2025-09-22 23:50:00,128.0,高寮,23.39424,121.35681,128.0,POINT (121.35681 23.39424)
46467704,C1T920,1.0,17.0,45.5,66.0,118.0,272.0,2025-09-23 23:50:00,68.0,中興,23.769503,121.49865,68.0,POINT (121.49865 23.769503)
46467702,C1T810,1.0,15.5,79.0,126.5,226.0,369.0,2025-09-23 23:50:00,2049.0,慈恩,24.192043,121.38839,2049.0,POINT (121.38839 24.192043)
46112375,C1Z030,0.0,1.5,1.5,5.0,6.0,6.0,2025-09-21 23:50:00,218.0,紅葉,23.493118,121.338806,218.0,POINT (121.338806 23.493118)
46290908,C1Z030,1.0,1.5,54.5,113.5,161.5,184.0,2025-09-22 23:50:00,218.0,紅葉,23.493118,121.338806,218.0,POINT (121.338806 23.493118)
46467709,C1T990,0.5,15.5,30.5,164.0,262.0,425.5,2025-09-23 23:50:00,128.0,高寮,23.39424,121.35681,128.0,POINT (121.35681 23.39424)
46467731,C1Z030,5.0,24.5,51.0,130.5,172.0,369.0,2025-09-23 23:50:00,218.0,紅葉,23.493118,121.338806,218.0,POINT (121.338806 23.493118)
46112376,C1Z040,1.0,3.5,3.5,5.0,8.0,8.0,2025-09-21 23:50:00,434.0,立山,23.443356,121.32738,434.0,POINT (121.32738 23.443356)
46290909,C1Z040,0.5,8.5,28.0,53.5,113.0,137.0,2025-09-22 23:50:00,434.0,立山,23.443356,121.32738,434.0,POINT (121.32738 23.443356)
46467732,C1Z040,0.5,30.0,43.0,189.5,315.5,484.0,2025-09-23 23:50:00,434.0,立山,23.443356,121.32738,434.0,POINT (121.32738 23.443356)
46112377,C1Z110,1.0,3.0,4.0,4.0,4.5,4.5,2025-09-21 23:50:00,680.0,三棧,24.115568,121.605,680.0,POINT (121.605 24.115568)
46290910,C1Z110,1.5,9.0,34.5,74.0,98.0,122.0,2025-09-22 23:50:00,680.0,三棧,24.115568,121.605,680.0,POINT (121.605 24.115568)
46467733,C1Z110,0.0,23.0,42.5,83.5,141.5,299.0,2025-09-23 23:50:00,680.0,三棧,24.115568,121.605,680.0,POINT (121.605 24.115568)
46112378,C1Z120,1.0,2.5,2.5,2.5,2.5,2.5,2025-09-21 23:50:00,62.0,壽豐,23.870853,121.50808,62.0,POINT (121.50808 23.870853)
46290911,C1Z120,0.0,0.5,7.0,31.0,42.5,65.5,2025-09-22 23:50:00,62.0,壽豐,23.870853,121.50808,62.0,POINT (121.50808 23.870853)
46467734,C1Z120,0.0,1.0,31.0,58.0,147.5,257.0,2025-09-23 23:50:00,62.0,壽豐,23.870853,121.50808,62.0,POINT (121.50808 23.870853)
46112379,C1Z130,-998.0,-998.0,-998.0,-998.0,0.5,0.5,2025-09-21 23:50:00,187.0,銅門,23.965694,121.49284,187.0,POINT (121.49284 23.965694)
46290912,C1Z130,0.0,3.5,13.0,75.0,103.5,142.0,2025-09-22 23:50:00,187.0,銅門,23.965694,121.49284,187.0,POINT (121.49284 23.965694)
46467735,C1Z130,0.5,8.0,77.0,118.0,287.5,397.5,2025-09-23 23:50:00,187.0,銅門,23.965694,121.49284,187.0,POINT (121.49284 23.965694)
46112380,C1Z140,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,950.0,荖溪,23.890575,121.45964,950.0,POINT (121.45964 23.890575)
46112381,C1Z240,0.0,1.5,1.5,3.5,6.5,6.5,2025-09-21 23:50:00,1163.0,中平林道,23.421146,121.26763,1163.0,POINT (121.26763 23.421146)
46290913,C1Z240,1.5,7.0,12.5,24.0,55.0,75.0,2025-09-22 23:50:00,1163.0,中平林道,23.421146,121.26763,1163.0,POINT (121.26763 23.421146)
46467736,C1Z240,0.5,26.0,39.0,110.5,181.0,287.0,2025-09-23 23:50:00,1163.0,中平林道,23.421146,121.26763,1163.0,POINT (121.26763 23.421146)
46112612,O1T800,0.0,4.0,4.0,4.0,4.0,4.0,2025-09-21 23:50:00,103.0,奇美國小,23.496927,121.44593,103.0,POINT (121.44593 23.496927)
46291144,O1T800,0.0,0.0,33.0,67.0,96.0,121.0,2025-09-22 23:50:00,103.0,奇美國小,23.496927,121.44593,103.0,POINT (121.44593 23.496927)
46467967,O1T800,0.0,7.0,43.0,86.0,102.0,184.0,2025-09-23 23:50:00,103.0,奇美國小,23.496927,121.44593,103.0,POINT (121.44593 23.496927)
46112613,O1T810,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,203.0,卓清國小,23.278427,121.27198,203.0,POINT (121.27198 23.278427)
46291145,O1T810,0.0,8.0,37.0,60.0,85.0,93.0,2025-09-22 23:50:00,203.0,卓清國小,23.278427,121.27198,203.0,POINT (121.27198 23.278427)
46467968,O1T810,0.0,14.0,42.0,93.0,173.0,329.0,2025-09-23 23:50:00,203.0,卓清國小,23.278427,121.27198,203.0,POINT (121.27198 23.278427)
46112614,O1T820,0.0,1.0,1.0,1.0,1.0,1.0,2025-09-21 23:50:00,150.0,太平國小,23.405748,121.32013,150.0,POINT (121.32013 23.405748)
46291146,O1T820,0.0,10.0,21.0,35.0,73.0,94.0,2025-09-22 23:50:00,150.0,太平國小,23.405748,121.32013,150.0,POINT (121.32013 23.405748)
46467969,O1T820,0.0,20.0,30.0,146.0,236.0,381.0,2025-09-23 23:50:00,150.0,太平國小,23.405748,121.32013,150.0,POINT (121.32013 23.405748)
46112615,O1T840,-998.0,-998.0,-998.0,-998.0,0.0,0.0,2025-09-21 23:50:00,18.0,花蓮,23.972935,121.60599,18.0,POINT (121.60599 23.972935)
46291147,O1T840,0.0,1.0,10.0,26.0,60.0,99.0,2025-09-22 23:50:00,18.0,花蓮,23.972935,121.60599,18.0,POINT (121.60599 23.972935)
46467970,O1T840,0.0,0.0,26.0,37.0,103.0,206.0,2025-09-23 23:50:00,18.0,花蓮,23.972935,121.60599,18.0,POINT (121.60599 23.972935)
